census_year,small_area_guid,small_area_code,small_area_geogid,county_code,county_name,electoral_division_guid,electoral_division_code,electoral_division_name,local_electoral_area_code,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,urban_area_flag,urban_area_name
2022,4c07d11e-2c46-851d-e053-ca3ca8c0ca7f,147005003,A147005003,10,LOUTH,2ae19629-195d-13a3-e055-000000000001,147005,CARLINGFORD,DUNDALK-CARLINGFORD,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Carlingford
2022,4c07d11e-1d31-851d-e053-ca3ca8c0ca7f,247091008,A247091008,14,WEXFORD,2ae19629-1eac-13a3-e055-000000000001,247091,NEW ROSS URBAN,NEW ROSS,IE0,Ireland,IE05,Southern,IE052,South-East,1,New Ross
2022,4c07d11d-fae7-851d-e053-ca3ca8c0ca7f,057103001,A057103001,33,DONEGAL,2ae19629-20dc-13a3-e055-000000000001,057103,KNOCKALLA,MILFORD,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11d-fd90-851d-e053-ca3ca8c0ca7f,027053002,A027053002,32,CAVAN,2ae19629-1cbd-13a3-e055-000000000001,027053,KILCOGY,BALLYJAMESDUFF,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11e-17ba-851d-e053-ca3ca8c0ca7f,217041003,A217041003,23,SOUTH TIPPERARY,2ae19629-1c3d-13a3-e055-000000000001,217041,CARRICK-on-SUIR URBAN,CARRICK-ON-SUIR,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Carrick-on-Suir
2022,983699bb-8473-4a36-9fcc-ec71d668ee96,267065001/02,A267065001/02,04,FINGAL,2ae19629-1d38-13a3-e055-000000000001,267065,DONABATE,RUSH-LUSK,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Donabate
2022,4c07d11e-17e3-851d-e053-ca3ca8c0ca7f,228021001,A228021001,24,WATERFORD CITY,2ae19629-1ba7-13a3-e055-000000000001,228021,LARCHVILLE,WATERFORD CITY SOUTH,IE0,Ireland,IE05,Southern,IE052,South-East,1,Waterford city and suburbs
2022,4c07d11e-07f2-851d-e053-ca3ca8c0ca7f,027092014,A027092014,32,CAVAN,2ae19629-1faf-13a3-e055-000000000001,027092,VIRGINIA,BALLYJAMESDUFF,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11e-1f9d-851d-e053-ca3ca8c0ca7f,087034010,A087034010,06,KILDARE,2ae19629-22bf-13a3-e055-000000000001,087034,DROICHEAD NUA (NEWBRIDGE) URBAN,NEWBRIDGE,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Newbridge
2022,4c07d11d-fdfa-851d-e053-ca3ca8c0ca7f,067138002,A067138002,27,GALWAY,2ae19629-2305-13a3-e055-000000000001,067138,KILLOWER,TUAM,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-1801-851d-e053-ca3ca8c0ca7f,228038001,A228038001,24,WATERFORD CITY,2ae19629-1bc0-13a3-e055-000000000001,228038,GRANGE NORTH,WATERFORD CITY SOUTH,IE0,Ireland,IE05,Southern,IE052,South-East,1,Waterford city and suburbs
2022,4c07d11e-202b-851d-e053-ca3ca8c0ca7f,048042016,A048042016,17,CORK CITY,2ae19629-218d-13a3-e055-000000000001,048042,MAHON A,CORK CITY SOUTH EAST,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cork city and suburbs
2022,4c07d11d-fcfa-851d-e053-ca3ca8c0ca7f,257036002,A257036002,15,WICKLOW,2ae19629-1e32-13a3-e055-000000000001,257036,ENNISKERRY,BRAY WEST,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,0,
2022,4c07d11e-049a-851d-e053-ca3ca8c0ca7f,268122003,A268122003,02,DUBLIN CITY,2ae19629-1dcd-13a3-e055-000000000001,268122,PRIORSWOOD B,ARTANE-WHITEHALL,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-ff89-851d-e053-ca3ca8c0ca7f,027027001,A027027001,32,CAVAN,2ae19629-1dac-13a3-e055-000000000001,027027,COOTEHILL RURAL,BAILIEBOROUGH-COOTEHILL,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11e-1529-851d-e053-ca3ca8c0ca7f,047064003,A047064003,18,CORK,2ae19629-1f2f-13a3-e055-000000000001,047064,CAHERLAG,COBH,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cork city and suburbs
2022,4c07d11e-0b2e-851d-e053-ca3ca8c0ca7f,087011005,A087011005,06,KILDARE,2ae19629-2264-13a3-e055-000000000001,087011,BALRAHEEN,MAYNOOTH,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,0,
2022,4c07d11e-0c15-851d-e053-ca3ca8c0ca7f,207060006,A207060006,31,SLIGO,2ae19629-199f-13a3-e055-000000000001,207060,LISSADILL NORTH,SLIGO-DRUMCLIFF,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11d-fd54-851d-e053-ca3ca8c0ca7f,037083001/037083002,A037083001/A037083002,16,CLARE,2ae19629-1fb5-13a3-e055-000000000001,037083,KILLARD,KILRUSH,IE0,Ireland,IE05,Southern,IE051,Mid-West,0,
2022,4c07d11e-3b4c-851d-e053-ca3ca8c0ca7f,268098009,A268098009,02,DUBLIN CITY,2ae19629-1da1-13a3-e055-000000000001,268098,MERCHANTS QUAY A,SOUTH WEST INNER CITY,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-1681-851d-e053-ca3ca8c0ca7f,267037003,A267037003,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1ce2-13a3-e055-000000000001,267037,CABINTEELY-KILBOGGET,KILLINEY-SHANKILL,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-362d-851d-e053-ca3ca8c0ca7f,268032004,A268032004,02,DUBLIN CITY,2ae19629-1d2a-13a3-e055-000000000001,268032,CABRA EAST C,CABRA-GLASNEVIN,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-0e8a-851d-e053-ca3ca8c0ca7f,157102004,A157102004,29,MAYO,2ae19629-195b-13a3-e055-000000000001,157102,KILMEENA,WESTPORT,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-2e5d-851d-e053-ca3ca8c0ca7f,097061018,A097061018,07,KILKENNY,2ae19629-240c-13a3-e055-000000000001,097061,KILKENNY No. 1 URBAN,KILKENNY,IE0,Ireland,IE05,Southern,IE052,South-East,1,Kilkenny
2022,4c07d11e-15f0-851d-e053-ca3ca8c0ca7f,207055010,A207055010,31,SLIGO,2ae19629-199d-13a3-e055-000000000001,207055,KNOCKAREE,SLIGO-STRANDHILL,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Strandhill
2022,4c07d11e-0c59-851d-e053-ca3ca8c0ca7f,247120002,A247120002,14,WEXFORD,2ae19629-1e51-13a3-e055-000000000001,247120,WHITECHURCH,NEW ROSS,IE0,Ireland,IE05,Southern,IE052,South-East,0,
2022,4c07d11e-1424-851d-e053-ca3ca8c0ca7f,067017017,A067017017,27,GALWAY,2ae19629-205d-13a3-e055-000000000001,067017,BALLINASLOE URBAN,BALLINASLOE,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-2283-851d-e053-ca3ca8c0ca7f,067176002,A067176002,27,GALWAY,2ae19629-23aa-13a3-e055-000000000001,067176,MOUNT BELLEW,BALLINASLOE,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Mountbellew
2022,4c07d11e-1e90-851d-e053-ca3ca8c0ca7f,077136002/02,A077136002/02,19,KERRY,2ae19629-2270-13a3-e055-000000000001,077136,MILLTOWN,CORCA DHUIBHNE,IE0,Ireland,IE05,Southern,IE053,South-West,1,Milltown
2022,4c07d11d-f7de-851d-e053-ca3ca8c0ca7f,077155001,A077155001,19,KERRY,2ae19629-22bd-13a3-e055-000000000001,077155,STRADBALLY,CORCA DHUIBHNE,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-2c81-851d-e053-ca3ca8c0ca7f,057106026,A057106026,33,DONEGAL,2ae19629-20eb-13a3-e055-000000000001,057106,LETTERKENNY RURAL,LETTERKENNY,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Letterkenny
2022,4c07d11e-0908-851d-e053-ca3ca8c0ca7f,177034002,A177034002,34,MONAGHAN,2ae19629-1ae7-13a3-e055-000000000001,177034,DONAGHMOYNE,CARRICKMACROSS-CASTLEBLAYNEY,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11d-ff19-851d-e053-ca3ca8c0ca7f,077136005/077136003,A077136005/A077136003,19,KERRY,2ae19629-2270-13a3-e055-000000000001,077136,MILLTOWN,CORCA DHUIBHNE,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-0af0-851d-e053-ca3ca8c0ca7f,267120008,A267120008,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1e17-13a3-e055-000000000001,267120,SHANKILL-RATHMICHAEL,KILLINEY-SHANKILL,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Bray
2022,4c07d11e-0089-851d-e053-ca3ca8c0ca7f,047067002,A047067002,18,CORK,2ae19629-1f3b-13a3-e055-000000000001,047067,CANNAWAY,MACROOM,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-2f9d-851d-e053-ca3ca8c0ca7f,157154002,A157154002,29,MAYO,2ae19629-18bc-13a3-e055-000000000001,157154,ARDNAREE SOUTH URBAN,BALLINA,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Ballina
2022,4c07d11e-3955-851d-e053-ca3ca8c0ca7f,268083012,A268083012,02,DUBLIN CITY,2ae19629-1d8b-13a3-e055-000000000001,268083,KILMAINHAM A,BALLYFERMOT-DRIMNAGH,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-04a6-851d-e053-ca3ca8c0ca7f,167029009,A167029009,11,MEATH,2ae19629-1883-13a3-e055-000000000001,167029,DUNBOYNE,RATOATH,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Dunboyne
2022,4c07d11e-058a-851d-e053-ca3ca8c0ca7f,077129006,A077129006,19,KERRY,2ae19629-2253-13a3-e055-000000000001,077129,LIXNAW,LISTOWEL,IE0,Ireland,IE05,Southern,IE053,South-West,1,Lixnaw
2022,4c07d11e-1b48-851d-e053-ca3ca8c0ca7f,127039004,A127039004,21,LIMERICK,2ae19629-177e-13a3-e055-000000000001,127039,CAPPAMORE,CAPPAMORE-KILMALLOCK,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Cappamore
2022,70dcfa35-eab0-4da3-af6b-83d762502a8e,247052005/02,A247052005/02,14,WEXFORD,2ae19629-1ed5-13a3-e055-000000000001,247052,GOREY RURAL,GOREY,IE0,Ireland,IE05,Southern,IE052,South-East,1,Gorey
2022,4c07d11e-2e53-851d-e053-ca3ca8c0ca7f,087069021,A087069021,06,KILDARE,2ae19629-224e-13a3-e055-000000000001,087069,MORRISTOWNBILLER,NEWBRIDGE,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Newbridge
2022,4c07d11e-10cc-851d-e053-ca3ca8c0ca7f,047084003,A047084003,18,CORK,2ae19629-1f79-13a3-e055-000000000001,047084,CASTLELYONS,FERMOY,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-3453-851d-e053-ca3ca8c0ca7f,268144014,A268144014,02,DUBLIN CITY,2ae19629-1df0-13a3-e055-000000000001,268144,TERENURE A,KIMMAGE-RATHMINES,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-1d1e-851d-e053-ca3ca8c0ca7f,107052013,A107052013,08,LAOIS,2ae19629-16da-13a3-e055-000000000001,107052,GRAIGUE RURAL,GRAIGUECULLEN-PORTARLINGTON,IE0,Ireland,IE06,Eastern and Midland,IE063,Midlands,1,Carlow
2022,4c07d11e-019a-851d-e053-ca3ca8c0ca7f,067113001,A067113001,27,GALWAY,2ae19629-237c-13a3-e055-000000000001,067113,KILBEACANTY,GORT-KINVARA,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,e789e49d-9534-48ba-b3f8-cf9c27c30988,247117039/01,A247117039/01,14,WEXFORD,2ae19629-1e45-13a3-e055-000000000001,247117,WEXFORD RURAL,WEXFORD,IE0,Ireland,IE05,Southern,IE052,South-East,1,Wexford
2022,4c07d11e-2e58-851d-e053-ca3ca8c0ca7f,087023046,A087023046,06,KILDARE,2ae19629-228e-13a3-e055-000000000001,087023,CELBRIDGE,CELBRIDGE,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Celbridge
2022,4c07d11e-2ab5-851d-e053-ca3ca8c0ca7f,268042008,A268042008,02,DUBLIN CITY,2ae19629-1d44-13a3-e055-000000000001,268042,CLONTARF EAST B,CLONTARF,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-38c4-851d-e053-ca3ca8c0ca7f,268058006,A268058006,02,DUBLIN CITY,2ae19629-1d65-13a3-e055-000000000001,268058,DRUMCONDRA SOUTH A,CLONTARF,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-3125-851d-e053-ca3ca8c0ca7f,267153006,A267153006,03,SOUTH DUBLIN,2ae19629-1cd5-13a3-e055-000000000001,267153,TEMPLEOGUE-OSPREY,RATHFARNHAM-TEMPLEOGUE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-1ce7-851d-e053-ca3ca8c0ca7f,048033007,A048033007,17,CORK CITY,2ae19629-217d-13a3-e055-000000000001,048033,GLASHEEN C,CORK CITY SOUTH WEST,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cork city and suburbs
2022,4c07d11e-308e-851d-e053-ca3ca8c0ca7f,267092054,A267092054,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1d7e-13a3-e055-000000000001,267092,GLENCULLEN,GLENCULLEN-SANDYFORD,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,aa451cb3-6a7a-46f7-b2fa-c0988a16a067,087047002/02,A087047002/02,06,KILDARE,2ae19629-2212-13a3-e055-000000000001,087047,KILCOCK,MAYNOOTH,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Kilcock
2022,4c07d11e-18d9-851d-e053-ca3ca8c0ca7f,087023020,A087023020,06,KILDARE,2ae19629-228e-13a3-e055-000000000001,087023,CELBRIDGE,CELBRIDGE,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Celbridge
2022,4c07d11e-192f-851d-e053-ca3ca8c0ca7f,057127007,A057127007,33,DONEGAL,2ae19629-2095-13a3-e055-000000000001,057127,RAPHOE,LIFFORD-STRANORLAR,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Raphoe
2022,4c07d11e-2d87-851d-e053-ca3ca8c0ca7f,087047019,A087047019,06,KILDARE,2ae19629-2212-13a3-e055-000000000001,087047,KILCOCK,MAYNOOTH,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Kilcock
2022,4c07d11e-27e6-851d-e053-ca3ca8c0ca7f,068001042,A068001042,26,GALWAY CITY,2ae19629-235a-13a3-e055-000000000001,068001,BALLYBAAN,GALWAY CITY EAST,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Galway city and suburbs
2022,4c07d11e-0a88-851d-e053-ca3ca8c0ca7f,257065008,A257065008,15,WICKLOW,2ae19629-1eb4-13a3-e055-000000000001,257065,RATHDRUM,ARKLOW,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Rathdrum
2022,48f66f02-4451-4c18-9b91-7e94f66828a4,267143001/03,A267143001/03,03,SOUTH DUBLIN,2ae19629-1ccb-13a3-e055-000000000001,267143,TALLAGHT-KILTIPPER,TALLAGHT SOUTH,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-3884-851d-e053-ca3ca8c0ca7f,268138009/01,A268138009/01,02,DUBLIN CITY,2ae19629-1dea-13a3-e055-000000000001,268138,ROTUNDA A,NORTH INNER CITY,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-321d-851d-e053-ca3ca8c0ca7f,267140055/02,A267140055/02,03,SOUTH DUBLIN,2ae19629-1cb7-13a3-e055-000000000001,267140,TALLAGHT-JOBSTOWN,TALLAGHT SOUTH,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-0552-851d-e053-ca3ca8c0ca7f,027027004,A027027004,32,CAVAN,2ae19629-1dac-13a3-e055-000000000001,027027,COOTEHILL RURAL,BAILIEBOROUGH-COOTEHILL,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11d-fa84-851d-e053-ca3ca8c0ca7f,247053015,A247053015,14,WEXFORD,2ae19629-1ed6-13a3-e055-000000000001,247053,GOREY URBAN,GOREY,IE0,Ireland,IE05,Southern,IE052,South-East,1,Gorey
2022,4c07d11e-2508-851d-e053-ca3ca8c0ca7f,048017002,A048017002,17,CORK CITY,2ae19629-2163-13a3-e055-000000000001,048017,CITY HALL A,CORK CITY SOUTH CENTRAL,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cork city and suburbs
2022,4c07d11d-f84d-851d-e053-ca3ca8c0ca7f,227022001,A227022001,25,WATERFORD,2ae19629-1be5-13a3-e055-000000000001,227022,CLASHMORE,DUNGARVAN,IE0,Ireland,IE05,Southern,IE052,South-East,0,
2022,4c07d11e-1be3-851d-e053-ca3ca8c0ca7f,267151013,A267151013,03,SOUTH DUBLIN,2ae19629-1cd3-13a3-e055-000000000001,267151,TEMPLEOGUE-LIMEKILN,RATHFARNHAM-TEMPLEOGUE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-0362-851d-e053-ca3ca8c0ca7f,057123003,A057123003,33,DONEGAL,2ae19629-207c-13a3-e055-000000000001,057123,MOVILLE,CARNDONAGH,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Greencastle
2022,4c07d11e-19a2-851d-e053-ca3ca8c0ca7f,077035012,A077035012,19,KERRY,2ae19629-2343-13a3-e055-000000000001,077035,CAHER,KENMARE,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cahirciveen
2022,4c07d11e-30f1-851d-e053-ca3ca8c0ca7f,267097003/267121006/267121001,A267097003/A267121006/A267121001,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1db1-13a3-e055-000000000001,267097,KILLINEY SOUTH,KILLINEY-SHANKILL,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-fc3b-851d-e053-ca3ca8c0ca7f,117066004/117066002,A117066004/A117066002,28,LEITRIM,2ae19629-174b-13a3-e055-000000000001,117066,MOHILL,CARRICK-ON-SHANNON,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11e-23a7-851d-e053-ca3ca8c0ca7f,027012003,A027012003,32,CAVAN,2ae19629-1d32-13a3-e055-000000000001,027012,BELLANANAGH,BALLYJAMESDUFF,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Ballinagh
2022,4c07d11e-0727-851d-e053-ca3ca8c0ca7f,057091003,A057091003,33,DONEGAL,2ae19629-20ab-13a3-e055-000000000001,057091,INVER,DONEGAL,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11e-27f2-851d-e053-ca3ca8c0ca7f,068001041,A068001041,26,GALWAY CITY,2ae19629-235a-13a3-e055-000000000001,068001,BALLYBAAN,GALWAY CITY EAST,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Galway city and suburbs
2022,4c07d11e-0b3f-851d-e053-ca3ca8c0ca7f,157025003,A157025003,29,MAYO,2ae19629-18d8-13a3-e055-000000000001,157025,BALLYHAUNIS,CLAREMORRIS,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Ballyhaunis
2022,4c07d11e-2e0a-851d-e053-ca3ca8c0ca7f,087025024,A087025024,06,KILDARE,2ae19629-2299-13a3-e055-000000000001,087025,CLANE,CLANE,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Clane
2022,4c07d11d-f431-851d-e053-ca3ca8c0ca7f,047091002,A047091002,18,CORK,2ae19629-1f94-13a3-e055-000000000001,047091,CHURCHTOWN,MALLOW,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-2f08-851d-e053-ca3ca8c0ca7f,047324022,A047324022,18,CORK,2ae19629-2149-13a3-e055-000000000001,047324,MALLOW NORTH URBAN,MALLOW,IE0,Ireland,IE05,Southern,IE053,South-West,1,Mallow
2022,4c07d11e-26b9-851d-e053-ca3ca8c0ca7f,267134022,A267134022,04,FINGAL,2ae19629-1cb1-13a3-e055-000000000001,267134,SWORDS-SEATOWN,HOWTH-MALAHIDE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Malahide
2022,4c07d11e-167d-851d-e053-ca3ca8c0ca7f,267155010,A267155010,03,SOUTH DUBLIN,2ae19629-1cd7-13a3-e055-000000000001,267155,TERENURE-CHERRYFIELD,RATHFARNHAM-TEMPLEOGUE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-2f58-851d-e053-ca3ca8c0ca7f,037057018,A037057018,16,CLARE,2ae19629-1ffa-13a3-e055-000000000001,037057,ENNIS RURAL,ENNIS,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Ennis
2022,4c07d11e-3263-851d-e053-ca3ca8c0ca7f,257039025,A257039025,15,WICKLOW,2ae19629-1e47-13a3-e055-000000000001,257039,GREYSTONES,GREYSTONES,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Greystones-Delgany
2022,4c07d11e-3a04-851d-e053-ca3ca8c0ca7f,147019051,A147019051,10,LOUTH,f26b950c-de46-4c46-b4be-21b2c886958f,147019,DUNDALK RURAL (SOUTH),DUNDALK SOUTH,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Dundalk
2022,4c07d11e-0123-851d-e053-ca3ca8c0ca7f,067163004,A067163004,27,GALWAY,2ae19629-236d-13a3-e055-000000000001,067163,LETTERMORE,CONAMARA SOUTH,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,bf374314-35f3-48c5-be37-bc5c788f5d6b,268015005/02,A268015005/02,02,DUBLIN CITY,2ae19629-1d0b-13a3-e055-000000000001,268015,BALLYMUN A,BALLYMUN-FINGLAS,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-1df8-851d-e053-ca3ca8c0ca7f,127018048,A127018048,21,LIMERICK,2ae19629-1768-13a3-e055-000000000001,127018,BALLYCUMMIN,LIMERICK CITY WEST,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Limerick city and suburbs
2022,4c07d11e-0c3c-851d-e053-ca3ca8c0ca7f,197085001,A197085001,30,ROSCOMMON,2ae19629-19a6-13a3-e055-000000000001,197085,LISMAHA,ATHLONE,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-366d-851d-e053-ca3ca8c0ca7f,267034003,A267034003,04,FINGAL,2ae19629-1cdf-13a3-e055-000000000001,267034,BLANCHARDSTOWN-TYRRELSTOWN,BLANCHARDSTOWN-MULHUDDART,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-2d5b-851d-e053-ca3ca8c0ca7f,268139009,A268139009,02,DUBLIN CITY,2ae19629-1deb-13a3-e055-000000000001,268139,ROTUNDA B,NORTH INNER CITY,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-03ad-851d-e053-ca3ca8c0ca7f,047271001,A047271001,18,CORK,2ae19629-2122-13a3-e055-000000000001,047271,MONKSTOWN URBAN,CARRIGALINE,IE0,Ireland,IE05,Southern,IE053,South-West,1,Passage West-Monkstown
2022,4c07d11e-198f-851d-e053-ca3ca8c0ca7f,147018005,A147018005,10,LOUTH,2ae19629-18e1-13a3-e055-000000000001,147018,DRUMMULLAGH,DUNDALK-CARLINGFORD,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Omeath
2022,ed4e4f6d-089f-4f3c-9b1b-c61eb84023c1,057114010/02,A057114010/02,33,DONEGAL,2ae19629-2044-13a3-e055-000000000001,057114,MAGHERACLOGHER,GLENTIES,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,An Bun Beag
2022,4c07d11d-fc32-851d-e053-ca3ca8c0ca7f,137034001,A137034001,09,LONGFORD,2ae19629-1903-13a3-e055-000000000001,137034,GRANARD RURAL,GRANARD,IE0,Ireland,IE06,Eastern and Midland,IE063,Midlands,0,
2022,4c07d11e-0984-851d-e053-ca3ca8c0ca7f,057084004,A057084004,33,DONEGAL,2ae19629-2088-13a3-e055-000000000001,057084,GREENCASTLE,CARNDONAGH,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Greencastle
2022,4c07d11e-2798-851d-e053-ca3ca8c0ca7f,177018001,A177018001,34,MONAGHAN,2ae19629-1aa0-13a3-e055-000000000001,177018,CASTLEBLAYNEY URBAN,CARRICKMACROSS-CASTLEBLAYNEY,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Castleblayney
2022,4c07d11e-0be8-851d-e053-ca3ca8c0ca7f,157087004,A157087004,29,MAYO,2ae19629-1916-13a3-e055-000000000001,157087,ISLANDEADY,CASTLEBAR,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-25f5-851d-e053-ca3ca8c0ca7f,267017005,A267017005,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1e36-13a3-e055-000000000001,267017,BLACKROCK-MONKSTOWN,DÚN LAOGHAIRE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-01d6-851d-e053-ca3ca8c0ca7f,057143003,A057143003,33,DONEGAL,2ae19629-20de-13a3-e055-000000000001,057143,THREE TREES,BUNCRANA,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11e-23f9-851d-e053-ca3ca8c0ca7f,197052001/197052002,A197052001/A197052002,30,ROSCOMMON,2ae19629-19dd-13a3-e055-000000000001,197052,DANESFORT,BOYLE,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Carrick-On-Shannon
2022,4c07d11e-0648-851d-e053-ca3ca8c0ca7f,267065008,A267065008,04,FINGAL,2ae19629-1d38-13a3-e055-000000000001,267065,DONABATE,RUSH-LUSK,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,0,
2022,4c07d11e-1787-851d-e053-ca3ca8c0ca7f,217056019,A217056019,23,SOUTH TIPPERARY,2ae19629-1c80-13a3-e055-000000000001,217056,CLONMEL WEST URBAN,CLONMEL,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Clonmel
2022,4c07d11e-1f27-851d-e053-ca3ca8c0ca7f,077101020,A077101020,19,KERRY,2ae19629-2288-13a3-e055-000000000001,077101,KILLARNEY RURAL,KILLARNEY,IE0,Ireland,IE05,Southern,IE053,South-West,1,Killarney
