census_year,small_area_guid,small_area_code,small_area_geogid,county_code,county_name,electoral_division_guid,electoral_division_code,electoral_division_name,local_electoral_area_code,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,urban_area_flag,urban_area_name
2022,4c07d11e-0756-851d-e053-ca3ca8c0ca7f,057061001,A057061001,33,DONEGAL,2ae19629-20e9-13a3-e055-000000000001,057061,EANYMORE,DONEGAL,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11e-1535-851d-e053-ca3ca8c0ca7f,217165005,A217165005,23,SOUTH TIPPERARY,2ae19629-1c23-13a3-e055-000000000001,217165,TIPPERARY RURAL,CASHEL-TIPPERARY,IE0,Ireland,IE05,Southern,IE051,Mid-West,0,
2022,4c07d11e-2a31-851d-e053-ca3ca8c0ca7f,147043015,A147043015,10,LOUTH,2ae19629-1939-13a3-e055-000000000001,147043,St. MARY'S (PART),DROGHEDA URBAN,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Drogheda
2022,4c07d11e-2cc9-851d-e053-ca3ca8c0ca7f,268009017,A268009017,02,DUBLIN CITY,2ae19629-1d05-13a3-e055-000000000001,268009,BALLYBOUGH A,NORTH INNER CITY,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-f959-851d-e053-ca3ca8c0ca7f,128036008,A128036008,20,LIMERICK CITY,2ae19629-1802-13a3-e055-000000000001,128036,SINGLAND B,LIMERICK CITY EAST,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Limerick city and suburbs
2022,4c07d11e-32cc-851d-e053-ca3ca8c0ca7f,267053005,A267053005,03,SOUTH DUBLIN,2ae19629-1d02-13a3-e055-000000000001,267053,CLONDALKIN VILLAGE,CLONDALKIN,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-ff06-851d-e053-ca3ca8c0ca7f,117067001,A117067001,28,LEITRIM,2ae19629-174c-13a3-e055-000000000001,117067,MUNAKILL,MANORHAMILTON,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11e-2b57-851d-e053-ca3ca8c0ca7f,267103023,A267103023,03,SOUTH DUBLIN,2ae19629-1dde-13a3-e055-000000000001,267103,LUCAN-St. HELENS,LUCAN,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-2adf-851d-e053-ca3ca8c0ca7f,268159003,A268159003,02,DUBLIN CITY,2ae19629-1e0b-13a3-e055-000000000001,268159,WHITEHALL C,ARTANE-WHITEHALL,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-f68c-851d-e053-ca3ca8c0ca7f,067214003,A067214003,27,GALWAY,2ae19629-2341-13a3-e055-000000000001,067214,TURLOUGH,CONAMARA NORTH,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-35b8-851d-e053-ca3ca8c0ca7f,268031010,A268031010,02,DUBLIN CITY,2ae19629-1d29-13a3-e055-000000000001,268031,CABRA EAST B,CABRA-GLASNEVIN,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-2a55-851d-e053-ca3ca8c0ca7f,268026008,A268026008,02,DUBLIN CITY,2ae19629-1d24-13a3-e055-000000000001,268026,BEAUMONT F,CLONTARF,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-34cb-851d-e053-ca3ca8c0ca7f,268085002,A268085002,02,DUBLIN CITY,2ae19629-1d8d-13a3-e055-000000000001,268085,KILMAINHAM C,SOUTH WEST INNER CITY,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-2ac6-851d-e053-ca3ca8c0ca7f,268045007,A268045007,02,DUBLIN CITY,2ae19629-1d47-13a3-e055-000000000001,268045,CLONTARF EAST E,CLONTARF,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-fd0c-851d-e053-ca3ca8c0ca7f,237031002,A237031002,13,WESTMEATH,2ae19629-1b65-13a3-e055-000000000001,237031,COLLINSTOWN,KINNEGAD,IE0,Ireland,IE06,Eastern and Midland,IE063,Midlands,0,
2022,4c07d11e-0d04-851d-e053-ca3ca8c0ca7f,257031003,A257031003,15,WICKLOW,2ae19629-1edc-13a3-e055-000000000001,257031,DUNGANSTOWN SOUTH,ARKLOW,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,0,
2022,4c07d11e-3371-851d-e053-ca3ca8c0ca7f,268143018/01,A268143018/01,02,DUBLIN CITY,2ae19629-1def-13a3-e055-000000000001,268143,SOUTH DOCK,SOUTH EAST INNER CITY,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,83d0dd25-b5b0-4cbc-90c6-bcb1385255b7,267041011/01,A267041011/01,04,FINGAL,2ae19629-1cf6-13a3-e055-000000000001,267041,CASTLEKNOCK-PARK,CASTLEKNOCK,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-f8b0-851d-e053-ca3ca8c0ca7f,217048003,A217048003,23,SOUTH TIPPERARY,2ae19629-1c5d-13a3-e055-000000000001,217048,CLOGHEEN,CAHIR,IE0,Ireland,IE05,Southern,IE051,Mid-West,0,
2022,4c07d11e-233f-851d-e053-ca3ca8c0ca7f,167025018,A167025018,11,MEATH,2ae19629-186e-13a3-e055-000000000001,167025,DONAGHMORE,ASHBOURNE,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Ashbourne
2022,4c07d11e-2d30-851d-e053-ca3ca8c0ca7f,167029019,A167029019,11,MEATH,2ae19629-1883-13a3-e055-000000000001,167029,DUNBOYNE,RATOATH,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Dunboyne
2022,4c07d11e-36a7-851d-e053-ca3ca8c0ca7f,087064005,A087064005,06,KILDARE,2ae19629-223e-13a3-e055-000000000001,087064,LEIXLIP,LEIXLIP,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Leixlip
2022,4c07d11e-17fa-851d-e053-ca3ca8c0ca7f,227017003,A227017003,25,WATERFORD,2ae19629-1c95-13a3-e055-000000000001,227017,CAPPOQUIN,LISMORE,IE0,Ireland,IE05,Southern,IE052,South-East,1,Cappoquin
2022,4c07d11e-25f8-851d-e053-ca3ca8c0ca7f,267045003,A267045003,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1cfa-13a3-e055-000000000001,267045,CHURCHTOWN-ORWELL,DUNDRUM,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-2bcf-851d-e053-ca3ca8c0ca7f,267101015,A267101015,03,SOUTH DUBLIN,2ae19629-1dc8-13a3-e055-000000000001,267101,LUCAN HEIGHTS,LUCAN,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-2bc5-851d-e053-ca3ca8c0ca7f,268110006,A268110006,02,DUBLIN CITY,2ae19629-1db6-13a3-e055-000000000001,268110,PEMBROKE EAST A,SOUTH EAST INNER CITY,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-16f1-851d-e053-ca3ca8c0ca7f,047243008,A047243008,18,CORK,2ae19629-216e-13a3-e055-000000000001,047243,MACROOM URBAN,MACROOM,IE0,Ireland,IE05,Southern,IE053,South-West,1,Macroom
2022,4c07d11e-38f0-851d-e053-ca3ca8c0ca7f,268043006,A268043006,02,DUBLIN CITY,2ae19629-1d45-13a3-e055-000000000001,268043,CLONTARF EAST C,CLONTARF,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-0b27-851d-e053-ca3ca8c0ca7f,197052005,A197052005,30,ROSCOMMON,2ae19629-19dd-13a3-e055-000000000001,197052,DANESFORT,BOYLE,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Carrick-On-Shannon
2022,4c07d11e-1790-851d-e053-ca3ca8c0ca7f,228032003,A228032003,24,WATERFORD CITY,2ae19629-1bba-13a3-e055-000000000001,228032,ROANMORE,WATERFORD CITY SOUTH,IE0,Ireland,IE05,Southern,IE052,South-East,1,Waterford city and suburbs
2022,4c07d11d-f8bb-851d-e053-ca3ca8c0ca7f,227034001,A227034001,25,WATERFORD,2ae19629-1b3b-13a3-e055-000000000001,227034,DUNGARVAN RURAL,DUNGARVAN,IE0,Ireland,IE05,Southern,IE052,South-East,0,
2022,4c07d11e-3105-851d-e053-ca3ca8c0ca7f,267007012,A267007012,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1e24-13a3-e055-000000000001,267007,BALLINTEER-WOODPARK,GLENCULLEN-SANDYFORD,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-3027-851d-e053-ca3ca8c0ca7f,207082016,A207082016,31,SLIGO,2ae19629-19fc-13a3-e055-000000000001,207082,SLIGO EAST,SLIGO-STRANDHILL,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Sligo
2022,f5fbb33a-16d6-4692-8d2e-52c53db0956b,077106002/02,A077106002/02,19,KERRY,2ae19629-22a0-13a3-e055-000000000001,077106,KILLORGLIN,KENMARE,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cromane
2022,4c07d11e-0059-851d-e053-ca3ca8c0ca7f,157078002,A157078002,29,MAYO,2ae19629-18e9-13a3-e055-000000000001,157078,FORTLAND,BALLINA,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11d-fe0d-851d-e053-ca3ca8c0ca7f,167052002,A167052002,11,MEATH,2ae19629-1856-13a3-e055-000000000001,167052,KILMAINHAM,KELLS,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,0,
2022,4c07d11e-2018-851d-e053-ca3ca8c0ca7f,087069023,A087069023,06,KILDARE,2ae19629-224e-13a3-e055-000000000001,087069,MORRISTOWNBILLER,NEWBRIDGE,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Newbridge
2022,4c07d11e-1f6a-851d-e053-ca3ca8c0ca7f,187087011,A187087011,12,OFFALY,2ae19629-1a85-13a3-e055-000000000001,187087,TULLAMORE URBAN,TULLAMORE,IE0,Ireland,IE06,Eastern and Midland,IE063,Midlands,1,Tullamore
2022,4c07d11e-162a-851d-e053-ca3ca8c0ca7f,087064044,A087064044,06,KILDARE,2ae19629-223e-13a3-e055-000000000001,087064,LEIXLIP,LEIXLIP,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Leixlip
2022,4c07d11e-1253-851d-e053-ca3ca8c0ca7f,247004002,A247004002,14,WEXFORD,2ae19629-1bc6-13a3-e055-000000000001,247004,ARDCOLM,WEXFORD,IE0,Ireland,IE05,Southern,IE052,South-East,0,
2022,4c07d11e-0e71-851d-e053-ca3ca8c0ca7f,107089002,A107089002,08,LAOIS,2ae19629-16e8-13a3-e055-000000000001,107089,SHAEN,PORTLAOISE,IE0,Ireland,IE06,Eastern and Midland,IE063,Midlands,0,
2022,4c07d11e-01ae-851d-e053-ca3ca8c0ca7f,197085002,A197085002,30,ROSCOMMON,2ae19629-19a6-13a3-e055-000000000001,197085,LISMAHA,ATHLONE,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-2c30-851d-e053-ca3ca8c0ca7f,057106013,A057106013,33,DONEGAL,2ae19629-20eb-13a3-e055-000000000001,057106,LETTERKENNY RURAL,LETTERKENNY,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Letterkenny
2022,4c07d11e-208c-851d-e053-ca3ca8c0ca7f,047064009,A047064009,17,CORK CITY,2ae19629-1f5b-13a3-e055-200000000001,4706419,CAHERLAG,CORK CITY NORTH EAST,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cork city and suburbs
2022,4c07d11d-f7d9-851d-e053-ca3ca8c0ca7f,077088001,A077088001,19,KERRY,2ae19629-225e-13a3-e055-000000000001,077088,INCH,CORCA DHUIBHNE,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4f8d7ee2-c6c9-4d70-b13e-38ee8ab746d8,247044003/01/247044002,A247044003/01/A247044002,14,WEXFORD,2ae19629-1eab-13a3-e055-000000000001,247044,EDERMINE,KILMUCKRIDGE,IE0,Ireland,IE05,Southern,IE052,South-East,0,
2022,4c07d11e-3026-851d-e053-ca3ca8c0ca7f,197011012,A197011012,30,ROSCOMMON,2ae19629-1ab3-13a3-e055-000000000001,197011,BALLAGHADERREEN,BOYLE,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Ballaghaderreen
2022,4c07d11d-f9cb-851d-e053-ca3ca8c0ca7f,267084039,A267084039,03,SOUTH DUBLIN,2ae19629-1d60-13a3-e055-000000000001,267084,FIRHOUSE VILLAGE,FIRHOUSE-BOHERNABREENA,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-3544-851d-e053-ca3ca8c0ca7f,268136003,A268136003,02,DUBLIN CITY,2ae19629-1de8-13a3-e055-000000000001,268136,RATHMINES WEST E,KIMMAGE-RATHMINES,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-1afc-851d-e053-ca3ca8c0ca7f,247118008/247118009,A247118008/A247118009,14,WEXFORD,2ae19629-1e46-13a3-e055-000000000001,247118,WEXFORD No. 1 URBAN,WEXFORD,IE0,Ireland,IE05,Southern,IE052,South-East,1,Wexford
2022,4c07d11e-20f6-851d-e053-ca3ca8c0ca7f,267154001,A267154001,03,SOUTH DUBLIN,2ae19629-1cd6-13a3-e055-000000000001,267154,TEMPLEOGUE VILLAGE,RATHFARNHAM-TEMPLEOGUE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-f4b2-851d-e053-ca3ca8c0ca7f,217106001,A217106001,23,SOUTH TIPPERARY,2ae19629-1bf3-13a3-e055-000000000001,217106,KILMUCKLIN,CASHEL-TIPPERARY,IE0,Ireland,IE05,Southern,IE051,Mid-West,0,
2022,4c07d11d-fade-851d-e053-ca3ca8c0ca7f,137009002,A137009002,09,LONGFORD,2ae19629-180c-13a3-e055-000000000001,137009,BALLYMAHON,BALLYMAHON,IE0,Ireland,IE06,Eastern and Midland,IE063,Midlands,0,
2022,a1ad28b3-fd87-4e6f-9614-c1c5947d6e61,037009009/01,A037009009/01,16,CLARE,2ae19629-1fd0-13a3-e055-000000000001,037009,BALLYGLASS,SHANNON,IE0,Ireland,IE05,Southern,IE051,Mid-West,0,
2022,4c07d11d-fb4a-851d-e053-ca3ca8c0ca7f,137049002,A137049002,09,LONGFORD,2ae19629-1932-13a3-e055-000000000001,137049,MOYDOW,BALLYMAHON,IE0,Ireland,IE06,Eastern and Midland,IE063,Midlands,0,
2022,4c07d11e-3839-851d-e053-ca3ca8c0ca7f,268160003,A268160003,02,DUBLIN CITY,2ae19629-1e0c-13a3-e055-000000000001,268160,WHITEHALL D,ARTANE-WHITEHALL,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-34f1-851d-e053-ca3ca8c0ca7f,268051009,A268051009,02,DUBLIN CITY,2ae19629-1d4d-13a3-e055-000000000001,268051,CRUMLIN A,BALLYFERMOT-DRIMNAGH,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-1463-851d-e053-ca3ca8c0ca7f,107001004,A107001004,08,LAOIS,2ae19629-16a8-13a3-e055-000000000001,107001,ABBEYLEIX,PORTLAOISE,IE0,Ireland,IE06,Eastern and Midland,IE063,Midlands,1,Abbeyleix
2022,4c07d11e-3607-851d-e053-ca3ca8c0ca7f,268067010,A268067010,02,DUBLIN CITY,2ae19629-1d6e-13a3-e055-000000000001,268067,FINGLAS SOUTH B,BALLYMUN-FINGLAS,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-04d5-851d-e053-ca3ca8c0ca7f,067212004,A067212004,27,GALWAY,2ae19629-233f-13a3-e055-000000000001,067212,TUAM URBAN,TUAM,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Tuam
2022,4c07d11e-0b77-851d-e053-ca3ca8c0ca7f,267095005,A267095005,04,FINGAL,2ae19629-1daf-13a3-e055-000000000001,267095,HOWTH,HOWTH-MALAHIDE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-213c-851d-e053-ca3ca8c0ca7f,267150017,A267150017,03,SOUTH DUBLIN,2ae19629-1cd2-13a3-e055-000000000001,267150,TEMPLEOGUE-KIMMAGE MANOR,RATHFARNHAM-TEMPLEOGUE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-146b-851d-e053-ca3ca8c0ca7f,068010016,A068010016,26,GALWAY CITY,2ae19629-2370-13a3-e055-000000000001,068010,MENLOUGH,GALWAY CITY CENTRAL,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Galway city and suburbs
2022,4c07d11d-f53f-851d-e053-ca3ca8c0ca7f,127048001,A127048001,21,LIMERICK,2ae19629-1787-13a3-e055-000000000001,127048,COLMANSWELL,CAPPAMORE-KILMALLOCK,IE0,Ireland,IE05,Southern,IE051,Mid-West,0,
2022,4c07d11e-0372-851d-e053-ca3ca8c0ca7f,177062004,A177062004,34,MONAGHAN,2ae19629-1aad-13a3-e055-000000000001,177062,RACKWALLACE,MONAGHAN,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,3cd09a1a-fddb-4fd6-a298-769eeaf90b75,087067013/01,A087067013/01,06,KILDARE,2ae19629-224c-13a3-e055-000000000001,087067,MONASTEREVIN,KILDARE,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Monasterevin
2022,4c07d11e-0ea0-851d-e053-ca3ca8c0ca7f,157124002,A157124002,29,MAYO,2ae19629-1851-13a3-e055-000000000001,157124,NEALE,CLAREMORRIS,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-043c-851d-e053-ca3ca8c0ca7f,067176007,A067176007,27,GALWAY,2ae19629-23aa-13a3-e055-000000000001,067176,MOUNT BELLEW,BALLINASLOE,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Mountbellew
2022,4c07d11e-19a0-851d-e053-ca3ca8c0ca7f,057106046,A057106046,33,DONEGAL,2ae19629-20eb-13a3-e055-000000000001,057106,LETTERKENNY RURAL,LETTERKENNY,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Letterkenny
2022,4c07d11e-2a12-851d-e053-ca3ca8c0ca7f,147019006,A147019006,10,LOUTH,f26b950c-de46-4c46-b4be-21b2c886958f,147019,DUNDALK RURAL (SOUTH),DUNDALK SOUTH,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Dundalk
2022,4c07d11d-f8ea-851d-e053-ca3ca8c0ca7f,047203001,A047203001,18,CORK,2ae19629-21b8-13a3-e055-000000000001,047203,KILLEAGH,COBH,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-07df-851d-e053-ca3ca8c0ca7f,027045002,A027045002,32,CAVAN,2ae19629-1caa-13a3-e055-000000000001,027045,DRUMLUMMAN,BALLYJAMESDUFF,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11e-3c62-851d-e053-ca3ca8c0ca7f,268108008/03,A268108008/03,02,DUBLIN CITY,2ae19629-1db4-13a3-e055-000000000001,268108,NORTH DOCK B,NORTH INNER CITY,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-1e48-851d-e053-ca3ca8c0ca7f,128006005,A128006005,20,LIMERICK CITY,2ae19629-17de-13a3-e055-000000000001,128006,BALLINACURRA B,LIMERICK CITY WEST,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Limerick city and suburbs
2022,4c07d11e-0712-851d-e053-ca3ca8c0ca7f,147024003,A147024003,10,LOUTH,2ae19629-18ef-13a3-e055-000000000001,147024,GREENORE,DUNDALK-CARLINGFORD,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,0,
2022,4c07d11d-f86b-851d-e053-ca3ca8c0ca7f,067143001,A067143001,27,GALWAY,2ae19629-2323-13a3-e055-000000000001,067143,KILMEEN,LOUGHREA,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-18de-851d-e053-ca3ca8c0ca7f,087066014,A087066014,06,KILDARE,2ae19629-2240-13a3-e055-000000000001,087066,MAYNOOTH,MAYNOOTH,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Maynooth
2022,4c07d11d-f838-851d-e053-ca3ca8c0ca7f,077113001,A077113001,19,KERRY,2ae19629-2201-13a3-e055-000000000001,077113,KILSHENANE,CASTLEISLAND,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-2f3d-851d-e053-ca3ca8c0ca7f,128009003/128009001,A128009003/A128009001,20,LIMERICK CITY,2ae19629-17e1-13a3-e055-000000000001,128009,CASTLE B,LIMERICK CITY NORTH,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Limerick city and suburbs
2022,4c07d11e-31e8-851d-e053-ca3ca8c0ca7f,267139004,A267139004,03,SOUTH DUBLIN,2ae19629-1cb6-13a3-e055-000000000001,267139,TALLAGHT-GLENVIEW,TALLAGHT CENTRAL,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-198b-851d-e053-ca3ca8c0ca7f,047186007,A047186007,18,CORK,2ae19629-213c-13a3-e055-000000000001,047186,KILBROGAN,BANDON-KINSALE,IE0,Ireland,IE05,Southern,IE053,South-West,1,Bandon
2022,4c07d11e-213d-851d-e053-ca3ca8c0ca7f,267150007,A267150007,03,SOUTH DUBLIN,2ae19629-1cd2-13a3-e055-000000000001,267150,TEMPLEOGUE-KIMMAGE MANOR,RATHFARNHAM-TEMPLEOGUE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-0d3a-851d-e053-ca3ca8c0ca7f,197008015,A197008015,30,ROSCOMMON,2ae19629-1aa8-13a3-e055-000000000001,197008,ATHLONE WEST RURAL,ATHLONE,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11d-fd69-851d-e053-ca3ca8c0ca7f,157006002,A157006002,29,MAYO,2ae19629-1953-13a3-e055-000000000001,157006,AILLEMORE,WESTPORT,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-0526-851d-e053-ca3ca8c0ca7f,197032013/197032014,A197032013/A197032014,30,ROSCOMMON,2ae19629-1a3b-13a3-e055-000000000001,197032,CASTLEREAGH,ROSCOMMON,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Castlerea
2022,4c07d11e-2c0c-851d-e053-ca3ca8c0ca7f,057106041,A057106041,33,DONEGAL,2ae19629-20eb-13a3-e055-000000000001,057106,LETTERKENNY RURAL,LETTERKENNY,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Letterkenny
2022,4c07d11e-20b6-851d-e053-ca3ca8c0ca7f,047279015,A047279015,17,CORK CITY,2ae19629-1f5b-13a3-e055-100000000001,4727919,RIVERSTOWN,CORK CITY NORTH EAST,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cork city and suburbs
2022,4c07d11e-2c53-851d-e053-ca3ca8c0ca7f,057055003,A057055003,33,DONEGAL,2ae19629-20e3-13a3-e055-000000000001,057055,DOOISH,LIFFORD-STRANORLAR,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Ballybofey-Stranorlar
2022,4c07d11d-f4ec-851d-e053-ca3ca8c0ca7f,127111003,A127111003,21,LIMERICK,2ae19629-17c6-13a3-e055-000000000001,127111,MONAGAY,NEWCASTLE WEST,IE0,Ireland,IE05,Southern,IE051,Mid-West,0,
2022,4c07d11e-3337-851d-e053-ca3ca8c0ca7f,267064005,A267064005,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1d37-13a3-e055-000000000001,267064,DALKEY-COLIEMORE,DÚN LAOGHAIRE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-0874-851d-e053-ca3ca8c0ca7f,127047003,A127047003,21,LIMERICK,2ae19629-1786-13a3-e055-000000000001,127047,CLONKEEN,CAPPAMORE-KILMALLOCK,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Moroe
2022,4c07d11e-24f6-851d-e053-ca3ca8c0ca7f,048028010,A048028010,17,CORK CITY,2ae19629-2178-13a3-e055-000000000001,048028,GILLABBEY A,CORK CITY SOUTH CENTRAL,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cork city and suburbs
2022,4c07d11e-1dde-851d-e053-ca3ca8c0ca7f,128029001,A128029001,20,LIMERICK CITY,2ae19629-17fb-13a3-e055-000000000001,128029,MARKET,LIMERICK CITY NORTH,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Limerick city and suburbs
2022,4c07d11e-2ab6-851d-e053-ca3ca8c0ca7f,268160010,A268160010,02,DUBLIN CITY,2ae19629-1e0c-13a3-e055-000000000001,268160,WHITEHALL D,ARTANE-WHITEHALL,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-25e0-851d-e053-ca3ca8c0ca7f,267042002/02,A267042002/02,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1cf7-13a3-e055-000000000001,267042,CHURCHTOWN-CASTLE,DUNDRUM,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-23fa-851d-e053-ca3ca8c0ca7f,117015005,A117015005,28,LEITRIM,2ae19629-1718-13a3-e055-000000000001,117015,CARRICK-on-SHANNON,CARRICK-ON-SHANNON,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Carrick-On-Shannon
2022,4c07d11e-0dd3-851d-e053-ca3ca8c0ca7f,217059002,A217059002,23,SOUTH TIPPERARY,2ae19629-1c8e-13a3-e055-000000000001,217059,COLMAN,CLONMEL,IE0,Ireland,IE05,Southern,IE051,Mid-West,0,
2022,4c07d11e-2ee0-851d-e053-ca3ca8c0ca7f,128015005,A128015005,20,LIMERICK CITY,2ae19629-17e7-13a3-e055-000000000001,128015,DOCK B,LIMERICK CITY WEST,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Limerick city and suburbs
2022,4c07d11e-0c27-851d-e053-ca3ca8c0ca7f,057133002,A057133002,33,DONEGAL,2ae19629-20a2-13a3-e055-000000000001,057133,RUTLAND,GLENTIES,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11d-fe01-851d-e053-ca3ca8c0ca7f,027065001,A027065001,32,CAVAN,2ae19629-1d56-13a3-e055-000000000001,027065,LARAH NORTH,BAILIEBOROUGH-COOTEHILL,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11e-05eb-851d-e053-ca3ca8c0ca7f,137011004,A137011004,09,LONGFORD,2ae19629-180e-13a3-e055-000000000001,137011,BREANRISK,LONGFORD,IE0,Ireland,IE06,Eastern and Midland,IE063,Midlands,0,
